c_id,iter_id,exact_eigenvalue,min_eigenvalue_approx,energy_diff

1,1,-1.1373060352981366,-1.0204739765412825,0.1168320587568541

1,2,-1.1373060352981366,-1.0331338542021646,0.10417218109597193

1,3,-1.1373060352981366,-1.0275257272342355,0.10978030806390104

1,4,-1.1373060352981366,-0.9966395872092499,0.14066644808888662

1,5,-1.1373060352981366,-1.0099903201187326,0.127315715179404

2,1,-1.1373060352981366,-1.0255863886398056,0.111719646658331

2,2,-1.1373060352981366,-1.0306442697516935,0.10666176554644302

2,3,-1.1373060352981366,-1.0038999059199474,0.1334061293781892

2,4,-1.1373060352981366,-1.0068479759985849,0.13045805929955168

2,5,-1.1373060352981366,-1.011216521389613,0.12608951390852363

3,1,-1.1373060352981366,-1.0158244487251507,0.12148158657298591

3,2,-1.1373060352981366,-1.0175452625579857,0.11976077274015084

3,3,-1.1373060352981366,-1.0452259202541303,0.09208011504400626

3,4,-1.1373060352981366,-1.0230687058868073,0.11423732941132925

3,5,-1.1373060352981366,-1.030096749306328,0.10720928599180857

4,1,-1.1373060352981366,-1.0182677935013513,0.11903824179678524

4,2,-1.1373060352981366,-1.0366291246030828,0.1006769106950538

4,3,-1.1373060352981366,-1.0291477509202016,0.10815828437793495

4,4,-1.1373060352981366,-1.0048184053273206,0.13248762997081598

4,5,-1.1373060352981366,-1.0125195835978602,0.12478645170027636

5,1,-1.1373060352981366,-1.038275828589717,0.09903020670841967

5,2,-1.1373060352981366,-1.0117292693944335,0.12557676590370304

5,3,-1.1373060352981366,-1.0221384636313169,0.11516757166681968

5,4,-1.1373060352981366,-1.0089206983583476,0.12838533693978893

5,5,-1.1373060352981366,-1.029430369127477,0.10787566617065947

6,1,-1.1373060352981366,-1.0233566291442453,0.11394940615389126

6,2,-1.1373060352981366,-1.036179751522939,0.10112628377519761

6,3,-1.1373060352981366,-1.0227055615763303,0.11460047372180626

6,4,-1.1373060352981366,-1.0052046941407815,0.13210134115735506

6,5,-1.1373060352981366,-0.9712210865041018,0.1660849487940348

7,1,-1.1373060352981366,-1.0197339876614289,0.1175720476367077

7,2,-1.1373060352981366,-0.999981063178301,0.13732497211983552

7,3,-1.1373060352981366,-1.0058459252589345,0.1314601100392021

7,4,-1.1373060352981366,-1.0338746862473962,0.10343134905074036

7,5,-1.1373060352981366,-1.0276143000428006,0.10969173525533593

8,1,-1.1373060352981366,-1.0230191353994391,0.11428689989869745

8,2,-1.1373060352981366,-1.0463775923171965,0.09092844298094005

8,3,-1.1373060352981366,-0.9979208900339858,0.1393851452641508

8,4,-1.1373060352981366,-1.0196022514469123,0.11770378385122426

8,5,-1.1373060352981366,-1.0040956941968306,0.13321034110130592

9,1,-1.1373060352981366,-0.4498052959707033,0.6875007393274333

9,2,-1.1373060352981366,-0.4526578918940045,0.684648143404132

9,3,-1.1373060352981366,-0.8805380224115888,0.2567680128865477

9,4,-1.1373060352981366,-0.955824031781356,0.18148200351678057

9,5,-1.1373060352981366,-0.8867211609841192,0.2505848743140173

10,1,-1.1373060352981366,-0.2828218898643944,0.8544841454337422

10,2,-1.1373060352981366,-0.38361823379004645,0.7536878015080901

10,3,-1.1373060352981366,-0.40226896993000105,0.7350370653681355

10,4,-1.1373060352981366,-0.2762441841051537,0.8610618511929828

10,5,-1.1373060352981366,-0.37081430987118047,0.7664917254269561

11,1,-1.1373060352981366,-0.9902118707196936,0.14709416457844293

11,2,-1.1373060352981366,-1.003174378922368,0.13413165637576863

11,3,-1.1373060352981366,-0.9883673259601182,0.14893870933801834

11,4,-1.1373060352981366,-0.9585238466320998,0.1787821886660368

11,5,-1.1373060352981366,-0.9445673603361822,0.1927386749619544

12,1,-1.1373060352981366,-0.9823630051113501,0.15494303018678646

12,2,-1.1373060352981366,-0.9954049225887538,0.14190111270938277

12,3,-1.1373060352981366,-0.9869226278338539,0.1503834074642827

12,4,-1.1373060352981366,-0.9897406867603429,0.14756534853779368

12,5,-1.1373060352981366,-0.9935277549418127,0.1437782803563239

13,1,-1.1373060352981366,-1.0354668177122404,0.1018392175858962

13,2,-1.1373060352981366,-1.0237769491128603,0.11352908618527624

13,3,-1.1373060352981366,-1.0119558498404937,0.12535018545764287

13,4,-1.1373060352981366,-1.0234758563706388,0.1138301789274978

13,5,-1.1373060352981366,-1.0135075074739557,0.12379852782418088

14,1,-1.1373060352981366,-1.0173274839712347,0.11997855132690183

14,2,-1.1373060352981366,-1.003048779711353,0.13425725558678359

14,3,-1.1373060352981366,-0.995407818551411,0.14189821674672554

14,4,-1.1373060352981366,-1.020536026892416,0.1167700084057206

14,5,-1.1373060352981366,-1.0251136906365261,0.11219234466161043

15,1,-1.1373060352981366,-1.010253522363023,0.12705251293511366

15,2,-1.1373060352981366,-1.0465425542725328,0.09076348102560372

15,3,-1.1373060352981366,-1.0158336010397122,0.12147243425842436

15,4,-1.1373060352981366,-1.0306806692567794,0.1066253660413572

15,5,-1.1373060352981366,-0.9979591128719518,0.13934692242618474

16,1,-1.1373060352981366,-1.0299329575504517,0.1073730777476849

16,2,-1.1373060352981366,-1.01035861086985,0.12694742442828666

