c_id,iter_id,exact_eigenvalue,min_eigenvalue_approx,energy_diff

1,1,-1.1373060352981366,-1.0227183638804134,0.11458767141772319

1,2,-1.1373060352981366,-1.0178593785502235,0.1194466567479131

1,3,-1.1373060352981366,-0.9680123882142382,0.16929364708389838

1,4,-1.1373060352981366,-0.9999729312805623,0.13733310401757426

1,5,-1.1373060352981366,-0.9890463949472827,0.14825964035085382

2,1,-1.1373060352981366,-0.9984802983779704,0.1388257369201662

2,2,-1.1373060352981366,-1.0314436126432496,0.10586242265488699

2,3,-1.1373060352981366,-0.9810144291375067,0.15629160616062987

2,4,-1.1373060352981366,-0.9837380181914357,0.15356801710670087

2,5,-1.1373060352981366,-0.982574037887151,0.15473199741098553

3,1,-1.1373060352981366,-1.0148751115669201,0.12243092373121645

3,2,-1.1373060352981366,-0.9991874305507991,0.1381186047473375

3,3,-1.1373060352981366,-0.9743618807620986,0.16294415453603794

3,4,-1.1373060352981366,-0.987940524308041,0.14936551099009554

3,5,-1.1373060352981366,-0.9674003713194368,0.16990566397869977

4,1,-1.1373060352981366,-0.9693020206491487,0.16800401464898784

4,2,-1.1373060352981366,-0.9934673441013013,0.14383869119683523

4,3,-1.1373060352981366,-1.0079240125883633,0.12938202270977328

4,4,-1.1373060352981366,-0.9693257371039292,0.16798029819420734

4,5,-1.1373060352981366,-0.9781801285544542,0.15912590674368232

5,1,-1.1373060352981366,-1.003138635477838,0.13416739982029857

5,2,-1.1373060352981366,-1.0089840831781929,0.12832195211994368

5,3,-1.1373060352981366,-1.0083314619209012,0.1289745733772354

5,4,-1.1373060352981366,-1.016088810074057,0.12121722522407952

5,5,-1.1373060352981366,-0.9972833265849876,0.14002270871314892

6,1,-1.1373060352981366,-0.9775554798953479,0.1597505554027887

6,2,-1.1373060352981366,-0.9925200192418966,0.14478601605623997

6,3,-1.1373060352981366,-0.9840433983171137,0.15326263698102283

6,4,-1.1373060352981366,-0.9831174384576591,0.15418859684047748

6,5,-1.1373060352981366,-0.9839911401481025,0.15331489515003405

7,1,-1.1373060352981366,-0.9971642335874236,0.140141801710713

7,2,-1.1373060352981366,-1.0002775796401655,0.13702845565797106

7,3,-1.1373060352981366,-1.0000735870637658,0.13723244823437075

7,4,-1.1373060352981366,-0.9927128040765474,0.14459323122158918

7,5,-1.1373060352981366,-0.9673598477957919,0.1699461875023447

8,1,-1.1373060352981366,-1.0207729695252958,0.11653306577284073

8,2,-1.1373060352981366,-1.008873786608237,0.12843224868989966

8,3,-1.1373060352981366,-0.9823021262205789,0.15500390907755768

8,4,-1.1373060352981366,-1.0035649833953981,0.13374105190273844

8,5,-1.1373060352981366,-0.9674598233876373,0.1698462119104993

9,1,-1.1373060352981366,-0.9304617748641237,0.20684426043401283

9,2,-1.1373060352981366,-0.9255853060229617,0.21172072927517482

9,3,-1.1373060352981366,-0.9018570729238216,0.235448962374315

9,4,-1.1373060352981366,-0.8567910055998287,0.2805150296983079

9,5,-1.1373060352981366,-0.8924428861832727,0.24486314911486384

10,1,-1.1373060352981366,-0.288556690127304,0.8487493451708326

10,2,-1.1373060352981366,-0.3750658144177661,0.7622402208803705

10,3,-1.1373060352981366,-0.28132531917571124,0.8559807161224253

10,4,-1.1373060352981366,-0.2743342335963451,0.8629718017017914

10,5,-1.1373060352981366,-0.2576125239234842,0.8796935113746523

11,1,-1.1373060352981366,-0.9133334234153054,0.22397261188283113

11,2,-1.1373060352981366,-0.9742682538707366,0.1630377814274

11,3,-1.1373060352981366,-0.9698254212656867,0.16748061403244985

11,4,-1.1373060352981366,-0.9540888354505508,0.18321719984758578

11,5,-1.1373060352981366,-0.9773745733267207,0.15993146197141583

12,1,-1.1373060352981366,-0.9614459928774253,0.1758600424207113

12,2,-1.1373060352981366,-0.9822337031044828,0.1550723321936538

12,3,-1.1373060352981366,-0.9704782368954186,0.166827798402718

12,4,-1.1373060352981366,-0.9230654057493275,0.21424062954880907

12,5,-1.1373060352981366,-0.9575324672183674,0.17977356807976919

13,1,-1.1373060352981366,-1.0233076867347486,0.11399834856338797

13,2,-1.1373060352981366,-1.0060901720044877,0.13121586329364887

13,3,-1.1373060352981366,-0.9847635386197922,0.1525424966783444

13,4,-1.1373060352981366,-1.0041827101703513,0.13312332512778524

13,5,-1.1373060352981366,-0.434773668532779,0.7025323667653576

14,1,-1.1373060352981366,-0.9984496449105853,0.13885639038755127

14,2,-1.1373060352981366,-0.9929820606363171,0.14432397466181945

14,3,-1.1373060352981366,-0.9828576470366406,0.15444838826149598

14,4,-1.1373060352981366,-0.9938548093954291,0.14345122590270742

14,5,-1.1373060352981366,-1.0007654795652592,0.13654055573287738

15,1,-1.1373060352981366,-1.0013730680573432,0.1359329672407934

15,2,-1.1373060352981366,-0.9938135534386341,0.14349248185950247

15,3,-1.1373060352981366,-1.007788464542294,0.12951757075584247

15,4,-1.1373060352981366,-1.0022862506905763,0.13501978460756026

15,5,-1.1373060352981366,-1.0136163819539192,0.12368965334421733

16,1,-1.1373060352981366,-0.9908333932043967,0.1464726420937399

16,2,-1.1373060352981366,-1.0145474723194121,0.12275856297872445

16,3,-1.1373060352981366,-1.0009872765249654,0.13631875877317112

16,4,-1.1373060352981366,-0.9870718149182023,0.15023422037993428

16,5,-1.1373060352981366,-0.9665805576252653,0.17072547767287127

17,1,-1.1373060352981366,-0.9899411879805313,0.14736484731760524

17,2,-1.1373060352981366,-0.9737856718484323,0.16352036344970422

17,3,-1.1373060352981366,-1.0072704682725306,0.13003556702560592

17,4,-1.1373060352981366,-0.9929795875309544,0.14432644776718218

17,5,-1.1373060352981366,-1.0020423776896197,0.13526365760851689

18,1,-1.1373060352981366,-0.9961251568650507,0.1411808784330859

18,2,-1.1373060352981366,-0.9984417480977728,0.1388642872003638

18,3,-1.1373060352981366,-0.9824404850743391,0.15486555022379744

18,4,-1.1373060352981366,-0.9708714205303115,0.16643461476782506

18,5,-1.1373060352981366,-0.9709467252741117,0.16635931002402482

19,1,-1.1373060352981366,-1.0014104726726185,0.13589556262551805

19,2,-1.1373060352981366,-1.0163978377520153,0.12090819754612125

19,3,-1.1373060352981366,-0.9880653649934417,0.1492406703046949

19,4,-1.1373060352981366,-1.0120434941091558,0.12526254118898072

19,5,-1.1373060352981366,-0.9943617845481385,0.14294425074999806

20,1,-1.1373060352981366,-0.9528286856889423,0.18447734960919426

20,2,-1.1373060352981366,-0.9707545053489872,0.16655152994914935

20,3,-1.1373060352981366,-0.994452179001035,0.14285385629710157

20,4,-1.1373060352981366,-1.0108324503767492,0.12647358492138738

20,5,-1.1373060352981366,-0.9684211176945989,0.16888491760353763

21,1,-1.1373060352981366,-1.0012154431118117,0.1360905921863249

21,2,-1.1373060352981366,-1.0209748201562807,0.11633121514185585

21,3,-1.1373060352981366,-1.010516470872157,0.12678956442597955

21,4,-1.1373060352981366,-1.0036285975732004,0.13367743772493612

21,5,-1.1373060352981366,-1.0150010209757907,0.12230501432234586

22,1,-1.1373060352981366,-1.0085365468032792,0.12876948849485736

22,2,-1.1373060352981366,-1.0146033524434146,0.12270268285472197

22,3,-1.1373060352981366,-1.0175824790547987,0.11972355624333786

22,4,-1.1373060352981366,-1.0005093227451372,0.1367967125529994

22,5,-1.1373060352981366,-1.0075531628888126,0.12975287240932398

23,1,-1.1373060352981366,-1.0073074964687316,0.12999853882940493

23,2,-1.1373060352981366,-1.0114200119270078,0.12588602337112875

23,3,-1.1373060352981366,-1.0104473049899274,0.12685873030820916

23,4,-1.1373060352981366,-1.0084980606650495,0.12880797463308702

23,5,-1.1373060352981366,-1.012976457098054,0.12432957820008261

24,1,-1.1373060352981366,-0.9981779532016721,0.13912808209646443

24,2,-1.1373060352981366,-0.9839873650609559,0.1533186702371807

24,3,-1.1373060352981366,-1.0033959470972704,0.13391008820086614

24,4,-1.1373060352981366,-0.995190657290361,0.14211537800777552

24,5,-1.1373060352981366,-1.0027154136424223,0.13459062165571423

25,1,-1.1373060352981366,-1.0097882512436025,0.12751778405453407

25,2,-1.1373060352981366,-0.999540284967767,0.13776575033036953

25,3,-1.1373060352981366,-1.00321989624615,0.13408613905198652

25,4,-1.1373060352981366,-0.9923032612978628,0.14500277400027373

25,5,-1.1373060352981366,-1.011669446354138,0.12563658894399854

26,1,-1.1373060352981366,-1.0057233698029806,0.13158266549515596

26,2,-1.1373060352981366,-0.9966768376090693,0.14062919768906723

26,3,-1.1373060352981366,-1.0052819502640031,0.13202408503413343

26,4,-1.1373060352981366,-1.0157137404943728,0.12159229480376377

26,5,-1.1373060352981366,-0.991181222909258,0.14612481238887853

27,1,-1.1373060352981366,-1.0110988102293732,0.12620722506876336

27,2,-1.1373060352981366,-0.9973455542457768,0.1399604810523598

27,3,-1.1373060352981366,-1.0120924209862052,0.12521361431193134

27,4,-1.1373060352981366,-0.9930380708682527,0.14426796442988388

27,5,-1.1373060352981366,-1.010997773828197,0.12630826146993956

28,1,-1.1373060352981366,-1.0054578593333285,0.13184817596480802

28,2,-1.1373060352981366,-1.0070106096236244,0.13029542567451213

28,3,-1.1373060352981366,-0.9980481350652626,0.139257900232874

28,4,-1.1373060352981366,-1.0154124879335547,0.12189354736458191

28,5,-1.1373060352981366,-0.9927343579158805,0.14457167738225607

29,1,-1.1373060352981366,-0.9730037187743708,0.1643023165237658

29,2,-1.1373060352981366,-0.9780594954834407,0.15924653981469583

29,3,-1.1373060352981366,-0.9796861405823292,0.1576198947158074

29,4,-1.1373060352981366,-0.978592974590093,0.15871306070804359

29,5,-1.1373060352981366,-1.0013040790319228,0.1360019562662138

30,1,-1.1373060352981366,-1.0157531473937194,0.1215528879044172

30,2,-1.1373060352981366,-1.0211113145474735,0.11619472075066306

30,3,-1.1373060352981366,-1.032842397747426,0.10446363755071064

30,4,-1.1373060352981366,-1.0008711707135318,0.13643486458460474

30,5,-1.1373060352981366,-1.0211774391231494,0.11612859617498716

31,1,-1.1373060352981366,-1.0247127946411883,0.11259324065694831

31,2,-1.1373060352981366,-1.011992756857898,0.12531327844023865

31,3,-1.1373060352981366,-0.9979287090180089,0.13937732628012767

31,4,-1.1373060352981366,-1.0206845400168414,0.11662149528129517

31,5,-1.1373060352981366,-1.029890553555423,0.10741548174271354

32,1,-1.1373060352981366,-1.0028388123191847,0.13446722297895186

32,2,-1.1373060352981366,-1.0063359249798318,0.13097011031830474

32,3,-1.1373060352981366,-0.995157479474946,0.14214855582319053

32,4,-1.1373060352981366,-1.001557697649716,0.13574833764842054

32,5,-1.1373060352981366,-0.9817320814273061,0.1555739538708305
